Gender,Age,Height_In_Inches,Weight_In_Pounds,BMI
Male,34,70.63243,136.9783,19.30377737
Female,21,71.49304,128.6835,17.70085154
Male,19,68.41836,124.8028,18.74467147
Female,20,67.50667,121.3548,18.72243846
Male,27,68.2107,126.7824,19.15811517
Female,25,67.85753,132.5879,20.24447978
Male,22,71.01311,127.9603,17.84008863
Male,35,67.62203,117.9474,18.13471721
Male,28,68.81059,110.0003,16.33360806
Female,24,63.30338,120.175,21.0842985
Female,19,67.35987,120.6422,18.69371389
Male,23,65.5747,123.9575,20.26744521
Female,25,68.91559,125.3216,18.55195993
Male,26,72.73301,125.9357,16.7372677
Female,32,68.16808,129.6398,19.61440111
Male,27,68.22556,131.5127,19.86425583
Male,21,66.06118,114.3427,18.42105983
Male,33,64.42061,119.5736,20.25743541
Female,31,66.38077,133.6296,21.32145905
Male,20,69.56671,131.8861,19.1599742
Female,20,72.02089,152.0369,20.60776351
Male,23,68.50077,117.3796,17.58735551
Male,24,69.42784,138.1965,20.15712366
Male,30,69.20954,128.4521,18.85419989
Female,28,67.23901,118.4945,18.42698981
Female,21,69.9265,152.4115,21.91457127
Male,31,69.26246,118.5224,17.37014469
Male,24,67.79965,139.2002,21.29039795
Female,18,70.0309,136.5168,19.57066163
Female,21,67.47076,135.8448,20.980249
Male,29,66.85857,137.179,21.57606737
Male,35,65.38285,109.3722,17.98780112
Female,19,64.10125,112.2048,19.1989405
Male,28,64.87469,90.29334,15.08356332
Female,22,69.6181,138.8191,20.13741477
Female,23,67.68945,130.292,19.99284522
Female,22,67.96958,126.7309,19.28644443
Male,34,,115.5469,19.302160125
Male,35,67.89495,132.9517,20.27765702
Male,24,68.05868,129.4378,19.64684882
Female,28,68.10934,131.7102,19.96203852
Female,33,68.69337,132.2144,19.69917039
Male,31,67.28263,116.5436,18.10011502
Female,25,66.16611,111.9004,17.97046262
Male,35,68.56045,119.1386,17.81984808
Female,19,65.82688,125.1802,20.31084174
Female,20,67.67848,130.2144,19.98741572
Female,18,64.89822,131.9576,22.02762434
Female,28,69.1469,116.5322,17.13560097
Female,21,69.7329,125.5398,18.15117746
Female,28,68.37214,130.76,19.66597077
Female,30,69.56765,121.9698,17.71888826
Male,34,67.05403,116.8532,18.27215055
Male,31,63.84585,135.1763,23.31492551
Male,35,66.11772,113.1732,18.20147912
Female,27,65.41373,125.9004,20.68655183
Male,24,65.98681,110.9755,17.91891324
Female,29,65.93766,127.9704,20.69384966
Female,20,68.93677,125.3045,18.5380321
Male,23,72.50619,141.3209,18.89970602
Female,23,69.11329,132.1717,19.45423535
Male,20,68.17706,138.2296,20.90852212
Male,18,66.122,139.3225,22.40413186
Female,28,66.19208,127.1191,20.39846916
Male,26,67.14412,135.207,21.08540892
Female,20,70.08286,129.0769,18.47667064
Male,19,69.25276,134.7559,19.75479102
Male,33,65.32392,100.9973,16.64041339
Female,18,66.06231,129.2107,20.81564113
Female,28,66.66734,129.0009,20.40634898
Male,19,68.76465,135.6549,20.16990421
Male,26,66.00182,122.9777,19.84784535
Male,25,67.94262,113.7238,17.32070666
Female,28,68.33332,102.5002,15.43328917
Female,31,68.98848,140.2166,20.71310006
Male,25,69.00459,120.4771,17.78882937
Female,35,69.80663,131.1705,18.92525121
Male,18,66.88088,145.6837,22.89843646
Male,26,68.39682,130.6472,19.63482838
Male,27,69.10662,124.9316,18.39212126
Female,34,64.32884,109.5509,18.61244097
Male,20,67.9212,121.8751,18.57390023
Male,33,64.48848,129.7648,21.93771773
Female,28,68.65082,122.8115,18.32088301
Female,35,66.04782,128.4055,20.6950021
Male,31,71.57464,153.8989,21.12107384
Female,23,69.64922,154.6918,22.41989645
Female,24,66.55309,117.9982,18.72999916
Female,30,67.7545,133.7375,20.48215908
Female,28,69.02275,129.1442,19.0585218
Female,28,69.08751,142.7891,21.03268895
Female,20,66.54197,121.5207,19.29557736
Male,22,70.40403,130.5713,18.52044908
Female,34,65.98221,115.1319,18.59262801
Female,23,66.36544,126.2793,20.15798109
Female,21,69.2147,145.863,21.40657977
Female,26,63.23624,97.99816,17.22997579
Male,26,66.02667,115.1345,18.56801653
Female,34,67.16737,134.124,20.90203805
Female,23,68.29642,132.8802,20.02918226
Male,18,67.37786,118.0533,18.28279245
Male,26,67.60018,123.0,18.92379482
Male,27,69.18583,124.8504,18.33810483
Male,25,68.23045,140.7733,21.25996984
Female,26,66.25554,117.2567,18.77984898
Male,35,67.59082,110.7189,17.0390413
Female,25,72.32507,140.0185,18.81943233
Male,33,65.9631,121.1477,19.57545576
Female,30,68.65178,121.752,18.16232002
Male,21,68.07287,138.6844,21.04157834
Male,32,69.37609,128.0026,18.69812143
Female,27,69.15411,137.9543,20.28140665
Male,22,67.09404,97.52424,15.23152936
Male,24,68.44603,110.3778,16.56471739
Male,26,69.28932,137.6776,20.16180974
Male,20,70.82184,159.3021,22.32985552
Female,24,63.70715,111.0903,19.24414451
Male,31,64.65454,116.1862,19.54138402
Female,28,69.24477,141.3338,20.72387221
Male,23,67.87705,129.9013,19.82286406
Male,29,64.71921,122.5415,20.56911476
Female,19,69.17388,122.9818,18.06988533
Female,21,69.72804,141.9129,20.52134319
Male,18,67.96866,138.8191,21.12664975
Male,31,69.09773,132.1603,19.46131935
Male,18,70.19993,129.7897,18.5167897
Female,32,69.204,117.0954,17.19001531
Male,29,70.34807,128.6677,18.27948633
Male,33,68.40369,144.1206,21.6553808
Male,19,64.75996,110.5434,18.53183814
Male,25,66.9929,112.8264,17.67469788
Female,32,67.24653,116.868,18.16998954
Female,35,69.77631,133.7446,19.31341544
Male,23,70.88611,107.6722,15.06538109
Male,26,65.54683,127.3529,20.84031489
Male,21,69.36506,149.4627,21.8398733
Female,35,67.8811,128.1522,19.55361893
Female,30,72.97709,129.5139,17.09787437
Female,33,68.77873,118.0382,17.543373
Male,32,66.28448,126.7203,20.27782212
Female,22,67.75382,133.1108,20.38658796
Male,18,67.83781,148.7128,22.71974937
Female,32,69.8452,137.8778,19.87101441
Male,29,64.85395,111.9585,18.71470692
Male,22,68.92478,137.2977,20.31942007
Female,32,69.82289,136.5182,19.68764348
Female,26,68.70414,130.2447,19.39961308
Female,26,70.46769,117.2765,16.60465092
Female,35,70.34305,138.67,19.70329907
Male,28,64.18161,92.72194,15.82559762
Male,32,66.34638,139.4163,22.26783081
Male,19,69.53247,115.2221,16.75557345
Female,20,66.96462,122.5543,19.2148306
Female,29,67.65185,147.7052,22.69003962
Male,34,66.93791,120.2927,18.87529727
Male,26,67.68314,127.6985,19.59853562
Female,26,66.87497,131.2338,20.6308598
Male,26,70.02744,132.5108,18.99825005
Male,24,70.2734,152.4301,21.7013937
Male,19,69.72663,138.5469,20.03541237
Female,27,72.31104,152.7759,20.54208203
Male,27,68.80506,118.9164,17.66037093
Male,18,66.6547,123.8393,19.59727812
Female,33,67.03536,134.7424,21.08119427
Female,34,67.44333,118.6275,18.33606717
Female,30,68.63883,129.8796,19.38206395
Male,30,68.52054,112.1788,16.79840548
Female,29,71.4192,145.7932,20.09583841
Male,29,64.58123,119.5443,20.151857
Female,28,70.40617,155.8987,22.11158515
Female,34,65.41384,127.5122,20.9513144
Male,31,71.49924,149.1274,20.50942189
Female,18,69.45193,122.1409,17.80292253
Female,21,69.59105,132.4472,19.22803158
Male,23,64.8425,104.1389,17.41375013
Male,26,69.9728,128.0357,18.38532869
Male,34,66.99732,136.9152,21.44547292
Male,31,68.40937,122.1585,18.35233522
Female,20,68.80229,123.4378,18.33332383
Female,27,68.16672,107.975,16.33718555
Male,30,67.81887,125.685,19.2123803
Male,29,71.95684,138.0874,18.75032114
Female,31,71.58316,133.3415,18.29542185
Female,25,65.7309,121.011,19.69175919
Female,33,66.3908,118.4527,18.89417722
Male,25,68.22134,149.196,22.53800715
Female,35,68.2039,142.9882,21.61128571
Male,33,64.39542,115.1983,19.53147013
Male,29,69.93158,136.795,19.66628671
Male,29,66.66785,137.9687,21.82461026
Female,31,66.69893,121.0699,19.13362569
Female,25,64.30312,99.33579,16.89042132
Female,20,68.2026,128.7043,19.45315372
Female,34,64.52474,113.2789,19.12913449
Male,18,68.5499,144.1276,21.56414918
Female,30,64.27722,128.1519,21.80769191
Male,20,67.79238,130.4642,19.95852385
Male,34,72.35849,139.2038,18.69265214
Female,35,68.26686,131.6032,19.85388117
Male,31,65.956,126.3619,20.42237999
Female,21,69.32816,144.6047,21.15250881
Female,29,69.88715,147.5768,21.2433132
Female,23,68.4296,134.6146,20.21170664
Male,28,69.2689,126.223,18.49527273
Female,31,69.70037,128.112,18.54037303
Female,30,66.85228,124.4828,19.58284224
Female,20,67.60438,113.665,17.48541368
Female,30,67.5741,125.7973,19.36910723
Female,29,68.16788,146.6505,22.18823701
Female,28,69.87374,132.9684,19.14781786
Female,34,66.43231,109.4461,17.43574088
Male,28,66.36876,122.2946,19.51994985
Male,26,67.40124,110.1077,17.04043754
Female,22,70.17944,141.0758,20.13870539
Female,34,70.04498,129.9862,18.62696251
Male,27,67.82439,129.221,19.74968296
Male,33,67.75308,130.351,19.96434682
Female,20,68.89339,128.0101,18.96216625
Female,30,68.32618,129.2915,19.47128064
Male,28,69.80295,116.8405,16.85949945
Female,34,69.37871,123.6421,18.05979248
Male,26,68.31028,142.7313,21.50532025
Female,31,68.20436,144.968,21.91021782
Male,35,67.20212,124.519,19.3851203
Female,21,70.58993,133.791,18.87731493
Female,31,67.07195,117.4971,18.36301994
Female,21,65.83646,111.1042,18.021725
Male,22,65.37725,142.2231,23.39460232
Female,26,67.47227,133.6407,20.63891785
Female,29,67.22118,124.7784,19.41448938
Male,19,69.86454,151.4865,21.82022113
Female,30,68.9888,130.4923,19.27642656
Male,34,64.52454,122.6902,20.71852644
Male,29,68.01902,133.8224,20.33606387
Female,34,64.15953,112.875,19.27854437
Male,28,70.39798,119.4655,16.94809671
Female,34,66.7117,111.267,17.57766514
Female,32,69.84981,115.8517,16.69439852
Female,18,66.89907,134.2045,21.08267633
Male,22,67.49868,157.1014,24.24310929
Male,34,67.43691,136.2537,21.06453145
Female,32,64.0239,131.5816,22.56886588
Female,19,68.39773,128.4398,19.30256695
Male,32,66.59398,128.4305,20.36090392
Female,33,69.066,134.8918,19.88180295
Female,27,65.51378,122.5787,20.07929771
Female,35,65.93075,122.8422,19.86874231
Female,30,68.70313,124.6767,18.5708198
Male,26,66.30328,113.0214,18.07546505
Male,19,66.02056,111.7557,18.02644548
Male,20,69.21652,128.049,18.79124237
Male,26,65.15319,115.0153,19.04947766
Male,33,68.9878,136.8897,20.22204182
Male,20,64.54104,122.436,20.6650299
Male,30,67.96796,128.4943,19.55573828
Female,27,65.74155,117.4639,19.10835765
Male,30,68.94119,134.7967,19.93978783
Male,24,66.29127,127.8453,20.45365432
Male,24,69.01165,130.7259,19.29814842
Male,29,69.05494,128.4013,18.931226
Female,34,65.56703,127.0848,20.78363037
Female,33,66.09881,117.9989,18.98844937
Female,22,65.1448,108.0862,17.9064528
Male,28,65.9685,121.0642,19.5587611
Female,32,66.76888,109.2297,17.22627524
Female,34,67.4473,139.9757,21.63327813
Female,34,69.62369,135.4419,19.64435563
Female,29,70.07851,129.7672,18.57778956
Male,31,71.12585,129.7663,18.03457061
Male,19,66.4512,110.1362,17.53570601
Female,21,70.73882,133.249,18.72178098
Male,29,65.94065,108.8379,17.59837346
Male,30,69.20668,126.8811,18.62514779
Male,26,67.93692,130.9467,19.94718771
Female,18,65.73631,127.6449,20.7678552
Female,29,67.84868,135.7776,20.73691492
Female,19,70.02335,122.6553,17.58730822
Male,29,66.98591,132.42,20.74844167
Male,32,67.71247,128.9561,19.77440396
Male,28,66.79915,111.6206,17.58738635
Female,20,67.32799,122.5994,19.01497987
Male,20,67.78082,124.843,19.10510298
Male,21,67.02254,114.1688,17.86917471
Female,35,71.74579,148.3826,20.26697615
Male,32,64.18042,105.3415,17.98014593
Female,25,65.08173,111.555,18.51695993
Female,29,66.57405,130.5342,20.70680911
Male,21,69.39883,144.6262,21.11258941
Male,34,66.98924,150.2762,23.54392833
Female,28,70.1737,157.2751,22.45484399
Female,21,66.59092,121.7154,19.29808987
Male,24,71.24168,132.8696,18.40586137
Male,27,69.08858,128.4363,18.91795014
Male,23,67.28489,105.2101,16.33883789
Female,22,68.12168,103.4226,15.6690828
Male,24,69.35477,133.5585,19.52170227
Male,26,67.53395,144.4339,22.26504915
Female,18,67.23541,128.9174,20.04999399
Male,25,66.34826,116.7421,18.64520872
Female,18,67.9302,135.4705,20.64038392
Female,29,66.60132,117.6958,18.65495113
Male,35,69.23837,140.1161,20.54911838
Female,21,67.52914,122.7438,18.9241312
Male,26,68.95451,131.6178,19.46202821
Male,28,62.34907,92.08858,16.65500012
Female,26,67.20804,121.3649,18.89076154
Male,24,68.09125,106.3661,16.12944581
Female,25,67.94288,132.4093,20.16644793
Female,22,66.62111,130.0858,20.60653577
Male,18,66.60982,120.7165,19.1288534
Female,24,66.05177,124.9625,20.13768805
Female,21,65.90203,109.0414,17.65194874
Male,23,70.83582,129.5163,18.14752492
Female,22,69.2047,140.5522,20.63313838
Male,25,66.34255,135.4049,21.62961971
Female,35,64.73669,111.0633,18.63238361
Male,28,67.9469,127.0723,19.35131221
Female,19,66.99124,121.3387,19.00912508
Female,19,69.58868,151.474,21.9917465
Female,27,69.87282,124.8993,17.98631875
Male,34,66.95136,111.7026,17.52037103
Female,26,67.69463,129.6272,19.88779004
Female,35,65.34461,122.9731,20.24833906
Female,32,67.61939,135.8584,20.89021079
Female,21,68.64967,135.319,20.18741429
Female,29,71.09565,117.1362,16.29310651
Male,28,68.43681,127.8894,19.19790587
Female,26,70.10012,118.7125,16.98469498
Male,23,68.09931,127.5839,19.34235163
Male,34,65.6529,131.5253,21.45360579
Male,26,69.90579,118.7813,17.08915551
Female,20,69.25709,142.5795,20.89909268
Male,18,70.40075,138.2906,19.61719518
Female,21,67.46936,139.8139,21.59414399
Female,18,69.06175,140.8451,20.76181937
Male,30,68.58695,138.1849,20.65268072
Male,28,69.31009,129.1492,18.90155867
Female,28,65.24243,111.3249,18.38784698
Female,23,70.33984,131.6924,18.71357595
Male,23,69.7416,135.4599,19.58058943
Female,29,71.40024,118.804,16.38440006
Female,35,68.50592,113.7442,17.04008976
Male,25,68.21681,139.3253,21.04970419
Male,26,66.08383,118.2815,19.04255579
Male,33,66.89782,124.9394,19.62792132
Female,26,67.21511,109.3795,17.02162154
Female,20,67.76337,115.7462,17.72211594
Female,31,71.71699,136.8975,18.71329369
Male,18,74.74047,155.5462,19.57701982
Male,24,69.47578,133.7738,19.48511733
Male,18,66.21815,129.6257,20.78432151
Female,29,69.36761,135.5201,19.80108893
Male,35,69.54645,135.4922,19.69532654
Female,23,66.35019,124.4368,19.87299469
Female,19,71.80853,136.9644,18.67473512
Male,26,68.49779,128.8718,19.3109482
Male,34,67.43053,121.0933,18.72430868
Male,34,68.79529,144.5481,21.47305319
Female,21,70.00989,138.2214,19.82692303
Female,26,68.97304,142.8808,21.1161122
Female,21,68.00188,124.7855,18.97234915
Male,28,69.26027,136.8925,20.06365809
Female,24,68.25073,125.9581,19.01123468
Female,29,67.51149,123.7364,19.08714242
Female,24,66.46511,119.6751,19.04649939
Female,33,67.83374,134.5717,20.5617956
Male,20,66.56845,119.5951,18.97471757
Female,29,67.99889,138.6031,21.07502608
Male,31,67.38242,125.7706,19.47532653
Male,34,68.60712,105.1285,15.70293793
Male,31,64.43271,119.4229,20.22430663
Male,24,68.80647,118.5526,17.60562112
Male,26,71.76731,145.2951,19.83336734
Male,26,69.96882,124.6241,17.89747479
Male,29,69.03723,121.8168,17.96963663
Female,24,67.23078,127.707,19.86448119
Female,22,67.47898,116.8066,18.03554158
Male,22,63.71868,96.00666,16.62519103
Male,27,67.42176,119.9688,18.55525675
Female,21,67.75543,135.4845,20.74914593
Male,30,69.40668,140.9985,20.57836066
Female,28,67.71709,118.2663,18.13273272
Male,23,69.85115,120.489,17.36197405
Male,30,71.02603,153.0797,21.3344448
Male,21,69.20785,126.1943,18.52370463
Female,33,64.94327,129.1836,21.5346542
Male,30,68.03278,148.5683,22.56776455
Female,25,68.71849,130.7257,19.46312555
Female,32,69.86725,148.5763,21.39937373
Male,28,69.2305,146.7603,21.5284359
Female,27,63.82574,104.102,17.96661161
Female,24,68.93483,127.7623,18.90271243
Male,31,64.9103,126.3234,21.07926178
Male,34,69.23248,132.5571,19.44384007
Male,23,66.99549,129.9559,20.35652718
Male,28,66.10857,122.8552,19.76409083
Female,28,69.02633,120.1428,17.72829649
Female,18,66.50669,131.5283,20.9067903
Female,21,69.36726,118.9293,17.37715224
Female,33,71.78468,148.0053,20.19354441
Male,31,66.47004,122.2851,19.45899859
Male,34,66.1331,131.333,21.11226979
Female,20,68.10873,141.6847,21.47416147
Male,20,71.78816,143.102,19.52265516
Female,29,71.42291,141.3565,19.48226856
Female,20,69.25148,137.409,20.14447179
Male,19,66.85592,143.7988,22.61904928
Male,34,72.368,132.7354,17.81937412
Male,31,69.74971,133.1771,19.24613665
Female,21,67.82321,146.2227,22.34894061
Female,23,69.00102,126.7983,18.72411213
Female,19,68.00799,119.6399,18.18674538
Male,19,69.88715,134.4733,19.35709698
Male,32,72.25581,132.7902,17.88213219
Male,27,67.39926,116.7036,18.06229039
Female,21,68.57086,135.0217,20.18939025
Female,27,71.36114,144.8643,20.00030586
Male,23,68.23051,125.7165,18.98601722
Female,27,67.0619,122.516,19.15313746
Male,20,68.17164,119.7833,18.12122754
Female,24,68.59622,119.9239,17.9186051
Male,27,69.49662,126.653,18.4368592
Female,23,70.70493,144.4624,20.31675092
Female,29,67.56284,107.6989,16.58801035
Female,27,67.35332,127.6156,19.77810028
Female,30,67.91794,128.9604,19.65559456
Male,20,64.9649,110.6567,18.43397481
Female,29,73.1771,162.3663,21.3178955
Female,32,67.04114,121.5026,19.00647654
Female,22,67.48033,133.0521,20.54310859
Female,19,68.61129,128.5547,19.19975175
Male,31,68.16828,133.9443,20.2655497
Male,23,67.66962,135.2617,20.76759424
Male,20,67.09315,131.6954,20.56899463
Male,18,71.57853,117.4121,16.11187669
Male,28,71.94824,136.8933,18.59262317
Female,18,67.91435,120.5977,18.38293079
Male,33,68.44756,127.5778,19.14511548
Male,29,66.55938,122.7599,19.48214692
Male,31,68.54559,123.3066,18.45126341
Male,21,70.11615,127.6471,18.25465601
Male,24,67.63941,122.4085,18.81095214
Male,18,70.19523,134.0839,19.13199482
Male,28,67.3401,121.8431,18.89088264
Female,34,68.99078,147.5658,21.79728639
Female,22,68.84427,144.7351,21.47024948
Female,31,65.31335,109.2026,17.99815065
Female,28,69.25532,142.4032,20.87431784
Female,22,67.56696,117.3571,18.07338226
Female,34,63.96774,105.3882,18.10792955
Male,26,66.45155,115.4263,18.37779351
Female,33,69.01429,132.3267,19.53296883
Male,19,73.45384,142.0065,18.50452912
Female,24,68.85787,108.4688,16.08408985
Male,26,65.77614,132.6912,21.5627515
Male,21,65.73213,94.24776,15.33608298
Male,23,67.4654,105.317,16.26803523
Female,23,65.42104,132.8507,21.82366986
Male,30,66.57574,114.2481,18.12240389
Female,28,66.19854,113.9223,18.27724552
Male,34,71.40114,153.9993,21.23769008
Female,33,69.98023,135.4338,19.44353189
Male,27,68.63272,128.2595,19.14370286
Male,19,68.85323,122.8646,18.22119929
Male,28,67.6519,126.4083,19.4184436
Female,18,67.91196,112.3713,17.13017104
Male,31,68.39734,132.1677,19.86304067
Male,33,70.35586,135.3823,19.22915321
Male,27,65.77148,130.2604,21.17073823
Female,27,71.18105,147.7838,20.50675171
Female,30,70.00791,135.6339,19.45686423
Male,30,64.63061,121.5164,20.45300897
Female,24,66.05758,106.7136,17.19385564
Male,19,70.66531,135.2724,19.0456361
Male,32,67.03445,118.5148,18.54279986
Female,23,69.14864,126.6413,18.62116713
Female,33,67.69709,131.4005,20.15838986
Female,25,69.68727,119.4097,17.28747354
Female,33,67.293,137.0363,21.27622957
Male,30,70.47505,147.7924,20.92088924
Female,19,71.05843,136.3315,18.98295514
Male,25,69.92062,140.3966,20.19039768
Male,35,71.06203,142.837,19.88677338
Male,28,71.9673,133.6015,18.13592616
Female,35,67.92876,124.5046,18.97041569
Male,21,64.36849,126.1835,21.41187753
Male,22,67.46178,122.3342,18.89866462
Female,35,65.84256,107.0361,17.35863951
Female,20,66.06295,124.5018,20.05665611
Male,25,64.71984,102.93,17.27690426
Male,33,69.96201,143.3765,20.59454692
Male,24,67.27958,116.8458,18.14869436
Male,25,66.93244,128.6671,20.19263624
Female,23,64.35037,111.6101,18.94960774
Male,34,71.89509,127.5677,17.35166226
Female,28,65.63039,122.1341,19.93543838
Male,34,66.39304,126.1881,20.12667881
Female,32,66.20468,129.3437,20.74754535
Female,25,67.29513,132.4132,20.55714656
Male,22,68.36723,127.2684,19.14359244
Female,22,70.35631,116.5879,16.55946097
Male,35,66.60565,108.4805,17.1920775
Female,32,67.77966,120.9614,18.51172357
Male,25,69.97947,137.3347,19.71686256
Female,20,68.68119,115.3372,17.19066215
Female,18,66.81797,117.2431,18.46288491
Female,29,63.92011,136.3251,23.45846665
Female,33,67.70481,140.9132,21.61282087
Female,19,64.0731,132.1263,22.62750262
Male,20,65.57212,127.228,20.80381936
Male,27,68.59532,132.2773,19.76492509
Male,33,70.52541,135.1763,19.10768792
Male,25,66.91902,109.6637,17.21720196
Female,18,68.4112,120.4405,18.09326553
Male,22,68.9421,118.0776,17.46615561
Female,25,64.60565,98.9372,16.6654651
Male,24,70.30886,134.2011,19.08687313
Male,20,68.62135,145.4409,21.7153514
Male,22,65.27161,122.9332,20.28707151
Male,25,66.26361,129.4162,20.72226785
Female,33,63.27713,123.3834,21.66516552
Male,19,67.65293,117.0685,17.98314545
Male,33,66.65796,117.8331,18.64498724
Male,18,67.07823,132.8673,20.7612618
Female,23,67.94501,124.8842,19.01915361
Female,27,66.20352,107.0425,17.17089391
Male,30,65.20241,126.6356,20.94244288
Male,29,68.75037,129.4885,19.26104936
Male,25,68.34214,126.7129,19.07403199
Female,22,70.10334,138.9367,19.87642999
Female,22,68.02886,110.5447,16.79385359
Female,31,65.66484,119.1195,19.42298187
Female,19,68.81213,122.6589,18.21242965
Female,22,68.47663,138.7668,20.80652916
Female,31,68.55081,143.2179,21.42747236
Female,27,67.12143,114.9585,17.93979646
Female,29,70.31031,115.0746,16.36591428
Male,34,67.98313,137.983,20.99046671
Male,18,65.91455,113.3049,18.33516965
Female,26,65.09449,113.229,18.78745866
Male,25,71.9168,147.5959,20.06376386
Male,34,67.89432,119.747,18.26402865
Female,24,63.94913,114.6628,19.71297112
Female,29,64.41136,124.1027,21.03076719
Female,19,68.42838,125.6241,18.86250076
Male,27,71.84299,149.6695,20.38746996
Male,20,68.54715,120.4416,18.02173231
Male,31,66.10688,107.0003,17.21434482
Male,27,66.57927,120.7005,19.14387434
Male,23,68.78357,111.1965,16.52420278
Male,27,69.91392,132.3932,19.04308021
Female,25,63.64527,114.5546,19.88287081
Female,29,69.01341,127.8369,18.87070307
Male,18,68.9074,114.1931,16.90857311
Male,21,64.68471,118.1635,19.85541182
Female,21,66.4156,114.16,18.19585985
Female,28,67.0773,131.3885,20.53076029
Female,26,70.17991,141.2059,20.1570073
Female,21,71.59767,131.6252,18.05261371
Male,33,68.24092,122.1935,18.44833524
Male,28,68.09362,131.2952,19.90832983
Female,20,64.88167,131.3802,21.94242906
Male,33,67.2151,120.043,18.68107939
Male,35,64.99303,134.3959,22.36924236
Female,35,64.43099,145.4739,24.63736723
Male,22,66.60117,105.015,16.64510133
Female,20,63.2937,119.9139,21.04492504
Female,23,68.77759,131.7281,19.5786771
Female,32,68.82478,141.8906,21.06021426
Female,22,66.53431,120.2043,19.0909488
Female,22,70.41579,140.6165,19.93861538
Female,28,68.90732,144.3025,21.36692179
Male,22,67.02215,131.1607,20.52890754
Male,33,67.13979,109.7144,17.11206807
Female,22,65.32212,102.5086,16.89034746
Female,19,65.59876,117.1139,19.13445105
Female,21,67.9457,118.4858,18.04434718
Male,33,69.93291,133.902,19.24964334
Female,35,67.04756,129.4247,20.24184223
Female,35,68.76645,127.0974,18.89653953
Male,30,68.95279,123.2895,18.23145073
Female,21,64.65419,124.9442,21.01462159
Female,20,64.89628,118.8854,19.84667425
Female,18,64.93749,106.7489,17.79800139
Male,27,66.82989,136.6633,21.51340904
Male,35,70.09062,141.6373,20.27013587
Male,29,68.24976,132.8025,20.04485031
Male,33,70.09461,135.1397,19.33804324
Male,31,67.67203,123.8558,19.015019
Male,22,65.83832,111.6269,18.10548684
Female,26,66.53015,127.5692,20.26318225
Female,19,68.24137,121.9514,18.41154103
Female,18,70.66314,140.0996,19.72649176
Male,26,67.99196,133.9622,20.37351547
Female,18,67.1946,136.9306,21.3221301
Female,35,68.23881,111.9836,16.90792682
Female,27,67.08778,126.0409,19.68899178
Male,26,67.07497,134.1362,20.96157197
Female,29,69.41193,124.4338,18.15803912
Male,33,65.30894,106.7987,17.60433078
Female,32,68.06876,129.3926,19.63417172
Female,24,68.95576,129.1215,19.09221373
Female,34,68.49492,134.5742,20.16712105
Male,23,68.93408,133.3871,19.73534336
Female,23,70.13604,132.7095,18.96786082
Female,29,66.08997,111.3684,17.92626015
Female,30,68.22656,132.6316,20.03267214
Female,33,71.15266,130.5181,18.1253869
Female,31,66.10137,103.381,16.63484012
Male,19,65.77882,111.7485,18.15801495
Female,27,71.3619,124.5166,17.1906884
Male,22,66.68746,124.866,19.74034192
Male,26,68.31463,113.4925,17.09773358
Female,30,66.67312,141.5919,22.39420637
Female,30,68.42911,132.0335,19.82445134
Male,19,69.91649,132.3785,19.03956601
Male,21,66.51685,97.84025,15.54723019
Male,23,69.25466,123.9714,18.17282007
Female,29,69.68347,120.7878,17.48889447
Male,33,66.0497,118.9106,19.1636264
Male,20,67.25419,103.8437,16.14136599
Female,18,68.9976,117.9619,17.42098127
Female,23,66.59651,123.5118,19.57962338
Female,32,67.34436,121.6583,18.85984449
Female,21,69.82687,137.7917,19.86903303
Male,22,68.85974,134.8338,19.99248786
Female,33,69.72082,128.5478,18.59253037
Female,32,72.31585,145.2904,19.53299112
Male,29,67.44579,133.6929,20.66319507
Female,35,71.21029,145.662,20.19573129
Female,30,69.20162,105.2719,15.45534708
Female,34,64.38771,103.3323,17.52382717
Male,27,72.33837,146.1178,19.63199846
Male,27,68.48014,132.472,19.86065823
Female,29,68.52314,146.2621,21.90060523
Male,23,68.60453,126.4562,18.89006117
Male,24,66.5631,127.67,20.25912119
Male,23,68.7644,123.3415,18.33921465
Male,20,67.27839,134.3672,20.8708872
Male,32,66.21604,118.1429,18.94436453
Female,26,67.6736,125.3719,19.24688588
Male,23,65.62755,111.5919,18.21625566
Male,19,70.03432,136.4678,19.56172646
Female,26,68.00088,112.1066,17.04515439
Female,34,67.80891,119.3174,18.2443787
Male,32,66.48236,121.0822,19.26044299
Female,25,66.94796,113.807,17.85225588
Male,20,67.22028,119.5298,18.59834854
Female,23,67.2513,122.3783,19.02400152
Male,24,64.66037,110.1455,18.5220568
Male,18,67.77927,130.3916,19.95513472
Male,30,65.52576,130.6623,21.39562556
Male,32,69.81803,135.7896,19.58529655
Female,21,71.37011,133.4833,18.42438611
Male,32,69.05855,119.1382,17.56365701
Male,22,67.41405,126.4525,19.56254735
Female,28,70.5427,147.6912,20.86648448
Female,28,69.42874,117.0746,17.0758739
Female,25,69.2373,132.8112,19.47839987
Male,34,68.37761,112.1167,16.85936824
Male,25,71.81034,120.6109,16.44414948
Male,30,70.57745,134.1679,18.93718928
Male,25,67.20821,138.9231,21.62363152
Female,28,66.87131,119.1642,18.73548601
Female,27,66.96658,125.4782,19.67210636
Female,27,72.23026,140.2179,18.89574094
Male,19,69.47857,135.9337,19.79813218
Female,26,66.51831,125.4061,19.92668576
